osm_type,osm_id,key,value,name,lat,lon,addr:street,addr:housenumber,brand,operator,website,cuisine,opening_hours,description,barrio,comuna,ipcf_promedio_pesos,porc_hogares_bajo_lp,porc_poblacion_bajo_lp,tasa_actividad,tasa_empleo,tasa_desocupacion,tasa_desocupacion_varones,tasa_desocupacion_mujeres,tasa_subocupacion,porc_cuenta_propia,porc_asalariados_sin_jubilacion,poblacion,superficie_km2,densidad_hab_km2,porc_poblacion_ciudad,porc_superficie_ciudad,varones_cada_100_mujeres,edad_promedio_anios,porc_poblacion_0_14,porc_poblacion_15_64,porc_65mas,porc_nacidos_ciudad,tasa_fecundidad,tasa_mortalidad_infantil,tasa_natalidad,tasa_mortalidad,tasa_crecimiento_vegetativo,porc_mujeres_sin_hijos,porc_mujeres_1_2_hijos,porc_mujeres_mas_2_hijos,tamano_medio_hogar,porc_hogares_unipersonales,porc_poblacion_unida,porc_hogares_familiares,porc_hogares_no_familiares
node,4658178147,shop,bakery,La Nueva Esmeralda,-34.5629516,-58.4677809,Avenida Monroe,,,,,,Mo-Su 07:00-19:00,,Coghlan,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,"13,722",7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6
node,4658185149,shop,bakery,Boulevard,-34.5776847,-58.4741746,Avenida Álvarez Thomas,2330,,,,,,,Villa Ortuzar,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,"12,766",5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1
node,4658185185,shop,bakery,Dulce Alegría,-34.5766296,-58.4766383,Avenida Álvarez Thomas,2500,,,,,,,Villa Urquiza,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,"13,722",7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6
node,4659940097,shop,bakery,El Molino,-34.5738856,-58.4793202,Mendoza,4667,,,,,,,Villa Urquiza,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,"13,722",7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6
node,4660152902,shop,deli,Almacén,-34.6195679,-58.4836611,,,,,,,,,Villa Santa Rita,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,"13,489",6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2
node,4660242559,shop,deli,San Jorge,-34.6067364,-58.5059271,Tinogasta,,,,,,,,Villa Devoto,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,"13,489",6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2
node,4660309504,shop,bakery,El Condor,-34.5931667,-58.5019593,Cuenca,,,,,,,,Agronomia,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,"12,766",5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1
node,4660556785,shop,bakery,Tullo Pane,-34.6133467,-58.4934039,,,,,,,,,Villa Del Parque,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,"13,489",6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2
node,4660776686,shop,deli,La Esquina del Albo,-34.6163505,-58.4990373,,,,,,,,,Monte Castro,10.0,678784.0,"14,0a",17.5,58.4,56.1,"3,9b", ---,"6,1b","11,0a",21.5,24.2,"170,859",12.6,"13,560",5.5,6.1,88.8,39.6,19.8,62.0,18.2,75.2,1.0,5.1,6.1,10.0,-3.9,30.0,53.2,16.8,2.5,23.6,60.9,76.2,23.8
node,4660777892,shop,bakery,Rosa Blanca,-34.616422,-58.4992015,,,,,,,,,Monte Castro,10.0,678784.0,"14,0a",17.5,58.4,56.1,"3,9b", ---,"6,1b","11,0a",21.5,24.2,"170,859",12.6,"13,560",5.5,6.1,88.8,39.6,19.8,62.0,18.2,75.2,1.0,5.1,6.1,10.0,-3.9,30.0,53.2,16.8,2.5,23.6,60.9,76.2,23.8
node,4660984597,shop,deli,Almacén de Frescos,-34.6132175,-58.4935733,Álvarez Jonte,3701,,,https://business.google.com/website/los-calvos,,Mo-Su 09:00-21:00,,Villa Del Parque,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,"13,489",6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2
node,4661102336,shop,deli,Queseria de Mi sin Ti,-34.6174346,-58.501445,,,,,,,,,Monte Castro,10.0,678784.0,"14,0a",17.5,58.4,56.1,"3,9b", ---,"6,1b","11,0a",21.5,24.2,"170,859",12.6,"13,560",5.5,6.1,88.8,39.6,19.8,62.0,18.2,75.2,1.0,5.1,6.1,10.0,-3.9,30.0,53.2,16.8,2.5,23.6,60.9,76.2,23.8
node,4661175397,shop,deli,San Benedetto,-34.6102069,-58.482165,Avenida Nazca,,,,,,,,Villa Santa Rita,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,"13,489",6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2
node,4661192706,shop,bakery,Dulce Reina,-34.6100028,-58.4823311,Avenida Nazca,,,,,,,,Villa Santa Rita,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,"13,489",6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2
node,4661192722,shop,books,Librería Mayo,-34.6095927,-58.4826597,Avenida Nazca,,,,,,,,Villa Santa Rita,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,"13,489",6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2
node,4661192768,shop,bakery,La Amistad,-34.6071329,-58.4830338,,,,,,,,,Villa Del Parque,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,"13,489",6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2
node,4668478985,shop,books,SBS,-34.5641497,-58.4556516,Mariscal Antonio José de Sucre,2441,,,https://www.sbs.com.ar,,Mo-Fr 10:00-19:00; Sa 09:00-13:00; Su off,,Belgrano,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,"15,782",7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7
node,4668479417,shop,deli,Agricultura con Agricultores,-34.5780777,-58.4773744,La Pampa,4801,,,,,,,Villa Urquiza,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,"13,722",7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6
