osm_type,osm_id,key,value,name,lat,lon,barrio,comuna,_name_norm,unified_label
node,4842882548,shop,bakery,Las Medialunas del abuelo,-34.6132199,-58.3745872,MONSERRAT,1.0,las medialunas del abuelo,Personal / familiar
node,4932498958,shop,bakery,Don Armando,-34.5396523,-58.4749509,NUÑEZ,13.0,don armando,Personal / familiar
node,6283718955,shop,bakery,Don José,-34.605191,-58.4258978,ALMAGRO,5.0,don jose,Personal / familiar
node,6525724185,shop,deli,Lo de Quique,-34.5880416,-58.4015109,RECOLETA,2.0,lo de quique,Personal / familiar
node,7671127382,shop,bakery,Don León,-34.611526,-58.4679305,VILLA GRAL. MITRE,11.0,don leon,Personal / familiar
node,8394720508,shop,bakery,La casa de Maga,-34.615542,-58.4760884,VILLA SANTA RITA,11.0,la casa de maga,Personal / familiar
node,9994007202,shop,bakery,Thiago,-34.6134284,-58.4029201,BALVANERA,3.0,thiago,Personal / familiar
node,10276969147,shop,bakery,Tobias,-34.6153026,-58.4014193,BALVANERA,3.0,tobias,Personal / familiar
node,10840290706,shop,bakery,las Medialunas del Abuelo,-34.5833485,-58.412952,PALERMO,14.0,las medialunas del abuelo,Personal / familiar
node,10960663449,shop,bakery,Las Medialunas del Abuelo,-34.6292999,-58.4701029,FLORES,7.0,las medialunas del abuelo,Personal / familiar
node,10982890305,shop,bakery,Las Medialunas del Abuelo,-34.5640459,-58.4603354,BELGRANO,13.0,las medialunas del abuelo,Personal / familiar
node,11139758306,shop,deli,Don Arturo,-34.5876422,-58.4179452,PALERMO,14.0,don arturo,Personal / familiar
node,11243734219,shop,bakery,Las Medialunas del Abuelo,-34.6276663,-58.5212825,VERSALLES,10.0,las medialunas del abuelo,Personal / familiar
node,11371387570,shop,bakery,del Abuelo,-34.5836758,-58.4227819,PALERMO,14.0,del abuelo,Personal / familiar
node,11432608559,shop,bakery,Las Medialunas Del Abuelo,-34.6209673,-58.4383357,CABALLITO,6.0,las medialunas del abuelo,Personal / familiar
node,11910230338,shop,bakery,Simona,-34.5842752,-58.4005534,PALERMO,14.0,simona,Personal / familiar
node,12156364401,shop,bakery,del Abuelo,-34.5926148,-58.3985834,RECOLETA,2.0,del abuelo,Personal / familiar
node,12344819201,shop,bakery,Vera,-34.5997381,-58.4368981,VILLA CRESPO,15.0,vera,Personal / familiar
node,12386898501,shop,bakery,Simona,-34.5849387,-58.4389846,PALERMO,14.0,simona,Personal / familiar
node,12484272501,shop,bakery,Verico,-34.5832714,-58.4261466,PALERMO,14.0,verico,Personal / familiar
node,3575666513,amenity,cafe,Rita Cafe,-34.590179,-58.428205,PALERMO,14.0,rita cafe,Personal / familiar
node,4672632784,amenity,restaurant,RITA Restaurante,-34.584675,-58.4523858,CHACARITA,15.0,rita restaurante,Personal / familiar
node,5038963323,amenity,restaurant,Lo de Jesús,-34.5905936,-58.4312325,PALERMO,14.0,lo de jesus,Personal / familiar
node,6547896587,amenity,cafe,Rita,-34.5676879,-58.4473472,PALERMO,14.0,rita,Personal / familiar
node,573384983,amenity,restaurant,Los Inmortales,-34.5945045,-58.3884494,RECOLETA,2.0,los inmortales,Nostalgia rioplatense
node,573384990,amenity,restaurant,Los Inmortales,-34.5607476,-58.456803,BELGRANO,13.0,los inmortales,Nostalgia rioplatense
node,573384999,amenity,restaurant,Los Inmortales,-34.6025402,-58.3773658,SAN NICOLAS,1.0,los inmortales,Nostalgia rioplatense
node,668331794,amenity,cafe,Café La Biela,-34.5878729,-58.3908251,RECOLETA,2.0,cafe la biela,Nostalgia rioplatense
node,724692747,amenity,restaurant,Puerto Madero Tango,-34.6237014,-58.3638004,PUERTO MADERO,1.0,puerto madero tango,Nostalgia rioplatense
node,767725550,amenity,theatre,Tabaris,-34.6033691,-58.3786301,SAN NICOLAS,1.0,tabaris,Nostalgia rioplatense
node,1112458251,amenity,cafe,Teatro La Casona,-34.6043595,-58.3946034,BALVANERA,3.0,teatro la casona,Nostalgia rioplatense
node,1164350008,amenity,cafe,Antaño,-34.568147,-58.4465374,PALERMO,14.0,antano,Nostalgia rioplatense
node,1175382668,amenity,restaurant,La Farola,-34.5784344,-58.4607498,VILLA ORTUZAR,15.0,la farola,Nostalgia rioplatense
node,1370961649,amenity,restaurant,Las Cuartetas,-34.6036825,-58.3785546,SAN NICOLAS,1.0,las cuartetas,Nostalgia rioplatense
node,1485388531,amenity,restaurant,El Viejo Almacén,-34.6170505,-58.3700397,SAN TELMO,1.0,el viejo almacen,Nostalgia rioplatense
node,1571824664,amenity,restaurant,Almacén de Pizza,-34.5600427,-58.4526487,BELGRANO,13.0,almacen de pizza,Nostalgia rioplatense
node,1571824670,amenity,restaurant,Almacén de Pizza,-34.5654047,-58.4594255,BELGRANO,13.0,almacen de pizza,Nostalgia rioplatense
node,1643913460,amenity,cafe,Las Violetas,-34.6112744,-58.4209167,ALMAGRO,5.0,las violetas,Nostalgia rioplatense
node,2020723435,amenity,restaurant,La Farola,-34.5547256,-58.4861909,SAAVEDRA,12.0,la farola,Nostalgia rioplatense
node,2038426439,amenity,cafe,El Hipopótamo,-34.6252776,-58.3712379,SAN TELMO,1.0,el hipopotamo,Nostalgia rioplatense
node,2186552526,amenity,restaurant,Boedo Antiguo,-34.6346059,-58.4220406,BOEDO,5.0,boedo antiguo,Nostalgia rioplatense
